520.3500,524.2500,518.7100
519.0000,519.4600,511.1200
513.5400,516.2500,504.6600
510.2900,514.4800,508.1200
510.5300,535.4000,509.0000
553.8200,555.0000,541.6300
547.8800,549.6700,541.0000
536.9650,538.6299,525.8286
522.0000,529.3000,515.2000
529.2100,531.8900,521.2500
522.5000,525.0054,515.9900
528.5500,528.7200,515.5200
521.0000,525.3200,519.0200
502.6800,507.5000,498.5100
498.3000,498.9900,483.3800
494.6400,509.4400,492.5000
510.3100,510.7500,502.0300
498.5160,502.2200,496.4000
504.5600,507.8800,496.6300
508.8100,514.9900,504.7700
460.0000,465.7300,450.2500
451.6900,456.2300,435.0000
437.8250,453.2100,435.8600
458.5000,460.2000,452.1200
457.0000,462.6000,454.5000
456.9800,459.2800,454.9800
459.1100,459.4800,448.3500
453.9100,455.9400,442.0000
444.0500,459.7400,442.2200
456.4700,466.5000,452.5800
463.2500,470.0000,454.1200
474.0000,478.8100,468.2500
476.5000,484.9400,473.2500
479.5100,482.3800,467.7440
467.2100,473.6400,463.2200
464.5200,471.6400,464.0200
468.8500,470.1600,459.9200
461.1000,462.7300,453.8500
457.6900,457.6900,448.8000
446.0000,449.1700,442.8200
449.2500,451.6000,446.6000
453.8500,455.1200,442.5700
443.8200,451.5400,437.6600
448.4300,452.4400,440.6500
444.0500,447.8700,441.4000
438.0000,438.1799,429.9800
427.8000,428.1999,419.0000
421.4800,435.1900,420.7500
434.5100,435.2500,424.4300
424.5000,432.0100,421.0600
429.8000,435.4300,428.6100
429.7500,439.0100,425.1400
435.6000,438.8800,427.5700
428.4500,434.5000,425.3600
432.8300,434.6400,430.4500
437.9300,444.2300,437.2500
441.4500,457.4600,441.2000
459.5000,460.9700,448.5000
457.4200,457.6300,449.5900
450.2200,457.9800,450.1000
454.5800,462.1000,453.1100
464.6900,469.9500,461.7800
465.4400,465.8399,460.5300
456.4600,456.8000,450.7301
449.8200,451.8190,441.6200
441.9000,443.6980,427.7400
427.6000,438.1400,426.4000
431.3700,437.2800,430.3100
433.7600,435.0000,425.2500
424.5000,424.9500,419.6800
424.8500,427.5000,422.4900
426.3600,428.5000,422.7500
428.1000,437.0600,426.0100
433.7200,437.9900,431.2000
434.1500,434.1500,429.0900
427.0000,427.8900,419.5500
421.5700,426.6100,420.5700
420.2700,420.6000,398.1100
404.9900,405.7900,389.7420
387.9700,399.6000,385.1000
392.6400,402.2000,391.2750
403.9900,408.3810,398.8100
393.5400,415.2500,392.5000
411.2250,413.9400,407.0000
409.8100,418.7690,408.2500
420.4500,433.6170,420.0000
435.1000,445.2500,432.0700
444.4600,444.9300,434.3900
441.7800,448.5900,440.6300
451.3100,453.2300,449.1500
455.7100,462.2000,454.3100
464.9700,465.7500,453.7000
459.0400,465.3700,455.8100
459.8100,463.0000,455.5800
457.9700,459.7100,450.4800
451.5100,457.9000,451.5000
453.8500,455.2000,442.1500
439.1600,441.0000,422.3600
423.2400,437.8500,418.9000
439.0500,440.0900,431.0100
431.9100,445.8000,430.1000
438.1500,445.4800,434.2000
444.0500,448.3499,438.2200
435.9500,446.1600,435.7900
440.8500,445.6600,440.3600
449.9000,451.1100,440.8500
440.0000,447.5000,439.4000
445.6500,454.5000,444.5100
452.5000,457.1000,449.5000
450.7300,452.3600,442.4800
453.2200,454.4300,447.3900
445.6500,450.7200,443.7100
445.4700,447.0000,434.0500
436.5000,443.2400,432.7700
444.7300,449.0790,436.8000
435.7400,442.7599,433.3200
439.5000,441.2500,431.5000
432.5000,437.1400,428.7500
435.4000,436.2900,428.5000
431.4400,435.7000,430.3615
431.5600,434.9000,430.2100
431.4000,431.6600,423.0000
419.3000,425.9800,415.1700
418.4900,420.0000,408.1001
407.4000,408.6600,398.0500
405.7000,407.7900,398.8300
403.9000,404.7900,395.6600
399.2500,401.3900,393.5400
391.3600,400.2700,388.8700
402.6900,412.2700,401.2200
409.9600,421.6300,409.4700
420.8600,422.9800,417.4500
420.3900,423.2900,415.3500
420.1100,421.0000,410.6500
413.6000,423.5000,410.3800
419.6000,424.8000,418.2500
422.9500,428.2500,421.1701
427.6500,429.7900,423.4100
425.0100,431.4600,424.8000
426.5200,430.7100,424.1700
